Date,Ticker,Company Name,Open Price,High Price,Low Price,Close Price,Volume,Sector,Region,Country,% Change,Gain/Loss Indicator,Market Cap,P/E Ratio,Dividend Yield
2024-04-09,MSFT,Microsoft Corporation,252.33,259.13,251.10000000000002,254.27,796676,Healthcare,Europe,France,0.77,Gain,2449.5,14.04,8.61
2024-04-10,MSFT,Microsoft Corporation,164.54,170.73999999999998,155.21,160.97,725277,Healthcare,Europe,France,-2.17,Loss,1246.16,33.43,2.01
2024-04-11,MSFT,Microsoft Corporation,269.7,275.09,259.14000000000004,267.23,326260,Healthcare,Europe,France,-0.92,Loss,2247.38,42.21,6.15
2024-04-12,MSFT,Microsoft Corporation,160.95,170.32,154.21,158.06,470842,Healthcare,Europe,France,-1.8,Loss,3153.58,20.6,5.35
2024-04-13,MSFT,Microsoft Corporation,390.37,391.38,380.08,383.83,526268,Healthcare,Europe,France,-1.68,Loss,5129.48,8.54,6.34
2024-04-14,MSFT,Microsoft Corporation,152.87,164.6,146.84,159.68,453269,Healthcare,Europe,France,4.45,Gain,2003.21,21.6,5.8
2024-04-15,MSFT,Microsoft Corporation,373.14,375.77,363.45,372.31,345265,Healthcare,Europe,France,-0.22,Loss,4211.88,16.71,7.24
2024-04-16,MSFT,Microsoft Corporation,434.13,460.09,430.83,450.64,677008,Healthcare,Europe,France,3.8,Gain,3956.89,22.68,7.24
2024-04-17,MSFT,Microsoft Corporation,315.7,339.7,310.2,331.11,563776,Healthcare,Europe,France,4.88,Gain,2661.4,8.39,8.84
2024-04-18,MSFT,Microsoft Corporation,354.83,372.03999999999996,348.9,363.96,247651,Healthcare,Europe,France,2.57,Gain,4009.97,43.31,8.77
2024-04-19,MSFT,Microsoft Corporation,74.11,83.0,67.58999999999999,71.07,558453,Healthcare,Europe,France,-4.1,Loss,984.77,18.03,5.23
2024-04-20,MSFT,Microsoft Corporation,463.75,467.76,458.84000000000003,462.6,100352,Healthcare,Europe,France,-0.25,Loss,9019.27,32.95,9.31
2024-04-21,MSFT,Microsoft Corporation,316.09,317.41999999999996,306.3,307.16,827848,Healthcare,Europe,France,-2.83,Loss,5138.96,26.3,1.18
2024-04-22,MSFT,Microsoft Corporation,318.35,322.40000000000003,311.97,317.36,820568,Healthcare,Europe,France,-0.31,Loss,4181.95,35.54,8.32
2024-04-23,MSFT,Microsoft Corporation,340.45,348.09,336.32,337.98,970877,Healthcare,Europe,France,-0.73,Loss,2494.71,18.71,4.82
2024-04-24,MSFT,Microsoft Corporation,402.15,409.28999999999996,399.48,401.63,376218,Healthcare,Europe,France,-0.13,Loss,5756.34,17.18,2.72
2024-04-25,MSFT,Microsoft Corporation,378.42,394.94,375.02000000000004,393.0,772715,Healthcare,Europe,France,3.85,Gain,4804.91,10.83,2.96
2024-04-26,MSFT,Microsoft Corporation,133.27,141.67000000000002,129.21,138.37,829551,Healthcare,Europe,France,3.83,Gain,703.95,26.54,8.28
2024-04-27,MSFT,Microsoft Corporation,349.31,370.66,349.3,366.42,903553,Healthcare,Europe,France,4.9,Gain,4011.61,19.62,2.79
2024-04-28,MSFT,Microsoft Corporation,349.94,355.13,335.8,340.88,270582,Healthcare,Europe,France,-2.59,Loss,6475.44,16.02,6.86
2024-04-29,MSFT,Microsoft Corporation,199.02,202.02,187.53,195.28,531597,Healthcare,Europe,France,-1.88,Loss,3283.13,23.18,8.03
2024-04-30,MSFT,Microsoft Corporation,483.31,490.43,476.83,486.52,633943,Healthcare,Europe,France,0.66,Gain,4029.72,31.81,9.15
2024-05-01,MSFT,Microsoft Corporation,261.79,270.08000000000004,245.51,254.84,677668,Healthcare,Europe,France,-2.65,Loss,3488.17,18.98,3.31
2024-05-02,MSFT,Microsoft Corporation,73.7,73.8,61.879999999999995,70.71,975070,Healthcare,Europe,France,-4.06,Loss,714.17,19.33,1.21
2024-05-03,MSFT,Microsoft Corporation,314.95,315.71999999999997,302.53000000000003,309.66,37337,Healthcare,Europe,France,-1.68,Loss,2057.62,34.4,2.4
2024-05-04,MSFT,Microsoft Corporation,51.59,59.5,46.129999999999995,50.36,808017,Healthcare,Europe,France,-2.38,Loss,785.71,39.09,4.98
2024-05-05,MSFT,Microsoft Corporation,128.58,138.1,122.51000000000002,133.12,34049,Healthcare,Europe,France,3.53,Gain,1752.08,6.35,0.28
2024-05-06,MSFT,Microsoft Corporation,415.07,424.84999999999997,401.88,409.38,504506,Healthcare,Europe,France,-1.37,Loss,7979.18,14.22,4.99
2024-05-07,MSFT,Microsoft Corporation,340.44,355.84,336.66,352.03,286800,Healthcare,Europe,France,3.4,Gain,4361.13,12.15,7.22
2024-05-08,MSFT,Microsoft Corporation,132.03,144.60999999999999,131.97,137.94,892245,Healthcare,Europe,France,4.48,Gain,2583.45,11.61,2.39
2024-05-09,MSFT,Microsoft Corporation,326.2,335.16999999999996,325.01,334.78,235046,Healthcare,Europe,France,2.63,Gain,4612.65,26.47,0.23
2024-05-10,MSFT,Microsoft Corporation,359.33,367.88,343.7,347.62,721732,Healthcare,Europe,France,-3.26,Loss,5469.22,9.19,2.68
2024-05-11,MSFT,Microsoft Corporation,142.29,158.52,135.64,148.9,216277,Healthcare,Europe,France,4.65,Gain,1571.87,41.75,0.52
2024-05-12,MSFT,Microsoft Corporation,269.08,281.05,263.05,275.16,437205,Healthcare,Europe,France,2.26,Gain,1802.4,15.29,0.84
2024-05-13,MSFT,Microsoft Corporation,450.46,473.0,449.02,472.77,772722,Healthcare,Europe,France,4.95,Gain,9010.87,33.39,4.96
2024-05-14,MSFT,Microsoft Corporation,345.4,347.15999999999997,321.19,330.0,469980,Healthcare,Europe,France,-4.46,Loss,3774.61,27.37,4.7
2024-05-15,MSFT,Microsoft Corporation,74.37,78.27000000000001,64.54,77.18,644879,Healthcare,Europe,France,3.78,Gain,740.62,6.72,7.75
2024-05-16,MSFT,Microsoft Corporation,97.4,104.74000000000001,90.58,93.94,912209,Healthcare,Europe,France,-3.55,Loss,479.94,27.93,2.56
2024-05-17,MSFT,Microsoft Corporation,300.44,307.01,285.37,291.85,371244,Healthcare,Europe,France,-2.86,Loss,4020.26,21.02,0.76
2024-05-18,MSFT,Microsoft Corporation,391.65,400.59999999999997,383.81,392.45,156829,Healthcare,Europe,France,0.2,Gain,2808.54,27.11,6.15
2024-05-19,MSFT,Microsoft Corporation,53.3,56.199999999999996,44.83,55.55,841669,Healthcare,Europe,France,4.22,Gain,780.68,49.22,0.54
2024-05-20,MSFT,Microsoft Corporation,69.88,76.35000000000001,61.169999999999995,70.37,593550,Healthcare,Europe,France,0.7,Gain,1113.99,8.68,2.91
2024-05-21,MSFT,Microsoft Corporation,353.66,364.71999999999997,350.40000000000003,363.63,428114,Healthcare,Europe,France,2.82,Gain,5167.96,24.86,4.12
2024-05-22,MSFT,Microsoft Corporation,387.55,393.34000000000003,365.34999999999997,374.65,654391,Healthcare,Europe,France,-3.33,Loss,4574.2,6.94,9.85
2024-05-23,MSFT,Microsoft Corporation,198.23,202.60000000000002,191.26,199.24,333669,Healthcare,Europe,France,0.51,Gain,1885.33,19.15,8.33
2024-05-24,MSFT,Microsoft Corporation,346.1,354.49,339.31,345.21,813244,Healthcare,Europe,France,-0.26,Loss,5096.23,14.29,2.69
2024-05-25,MSFT,Microsoft Corporation,177.41,189.39000000000001,167.98,182.58,602596,Healthcare,Europe,France,2.91,Gain,1757.29,25.5,9.16
2024-05-26,MSFT,Microsoft Corporation,216.8,226.12,210.77,215.9,514919,Healthcare,Europe,France,-0.42,Loss,3362.56,25.43,3.31
2024-05-27,MSFT,Microsoft Corporation,430.34,431.04999999999995,402.97999999999996,410.15,848406,Healthcare,Europe,France,-4.69,Loss,7564.33,43.99,8.99
2024-05-28,MSFT,Microsoft Corporation,275.68,294.03999999999996,265.7,286.53,462371,Healthcare,Europe,France,3.94,Gain,4480.33,13.2,2.89
2024-05-29,MSFT,Microsoft Corporation,450.52,459.51,448.37,450.64,687146,Healthcare,Europe,France,0.03,Gain,8944.46,14.32,3.01
2024-05-30,MSFT,Microsoft Corporation,498.42,522.38,497.38,521.09,721031,Healthcare,Europe,France,4.55,Gain,7697.39,34.54,5.77
2024-05-31,MSFT,Microsoft Corporation,253.5,263.07,244.29,255.27,605098,Healthcare,Europe,France,0.7,Gain,1609.07,6.02,6.49
2024-06-01,MSFT,Microsoft Corporation,83.79,90.71000000000001,80.25999999999999,83.77,428470,Healthcare,Europe,France,-0.02,Loss,626.04,35.07,5.29
2024-06-02,MSFT,Microsoft Corporation,453.16,462.11,443.0,450.89,826098,Healthcare,Europe,France,-0.5,Loss,8242.85,14.82,9.32
2024-06-03,MSFT,Microsoft Corporation,217.87,229.22,216.31,222.67,325373,Healthcare,Europe,France,2.2,Gain,2166.8,27.11,6.61
2024-06-04,MSFT,Microsoft Corporation,289.84,301.86,283.94,296.22,752184,Healthcare,Europe,France,2.2,Gain,4257.52,10.2,8.26
2024-06-05,MSFT,Microsoft Corporation,153.57,163.21,145.2,157.74,916826,Healthcare,Europe,France,2.72,Gain,1210.44,14.35,1.38
2024-06-06,MSFT,Microsoft Corporation,235.83,252.22,232.16000000000003,244.46,128383,Healthcare,Europe,France,3.66,Gain,1833.12,6.17,8.74
2024-06-07,MSFT,Microsoft Corporation,397.9,406.13,387.55,394.72,527052,Healthcare,Europe,France,-0.8,Loss,5603.59,41.69,2.12
2024-06-08,MSFT,Microsoft Corporation,160.44,169.56,158.68,164.93,860701,Healthcare,Europe,France,2.8,Gain,2488.74,30.13,1.43
2024-06-09,MSFT,Microsoft Corporation,481.22,484.88000000000005,463.76,472.11,464732,Healthcare,Europe,France,-1.89,Loss,6628.8,32.68,8.99
2024-06-10,MSFT,Microsoft Corporation,299.43,302.39,285.74,287.67,159115,Healthcare,Europe,France,-3.93,Loss,1808.97,38.11,0.38
2024-06-11,MSFT,Microsoft Corporation,109.24,117.41,104.50999999999999,113.71,10535,Healthcare,Europe,France,4.09,Gain,1717.39,5.29,0.19
2024-06-12,MSFT,Microsoft Corporation,284.23,293.38,272.13,277.27,902594,Healthcare,Europe,France,-2.45,Loss,5299.01,49.6,7.04
2024-06-13,MSFT,Microsoft Corporation,481.57,505.81,474.98,497.83,117829,Healthcare,Europe,France,3.38,Gain,6941.65,12.28,7.49
2024-06-14,MSFT,Microsoft Corporation,306.93,311.13,291.12,297.43,174367,Healthcare,Europe,France,-3.1,Loss,3168.61,12.45,3.62
2024-06-15,MSFT,Microsoft Corporation,359.82,364.62,338.90999999999997,346.7,76709,Healthcare,Europe,France,-3.65,Loss,6372.34,33.6,5.91
2024-06-16,MSFT,Microsoft Corporation,344.3,351.88,337.74,340.58,959875,Healthcare,Europe,France,-1.08,Loss,5156.81,14.08,8.4
2024-06-17,MSFT,Microsoft Corporation,112.11,114.92999999999999,109.85000000000001,110.67,314610,Healthcare,Europe,France,-1.28,Loss,808.68,20.05,3.55
2024-06-18,MSFT,Microsoft Corporation,81.22,87.61,80.94,83.73,538677,Healthcare,Europe,France,3.09,Gain,1661.92,14.01,6.25
2024-06-19,MSFT,Microsoft Corporation,50.13,54.44,49.410000000000004,51.43,630234,Healthcare,Europe,France,2.59,Gain,681.04,22.03,9.86
2024-06-20,MSFT,Microsoft Corporation,329.64,331.5,315.8,317.18,482489,Healthcare,Europe,France,-3.78,Loss,4617.42,17.99,0.92
2024-06-21,MSFT,Microsoft Corporation,210.01,223.07999999999998,206.32999999999998,214.23,566023,Healthcare,Europe,France,2.01,Gain,2280.42,8.56,8.6
2024-06-22,MSFT,Microsoft Corporation,211.23,220.13,192.4,200.88,914422,Healthcare,Europe,France,-4.9,Loss,1017.3,25.84,3.74
2024-06-23,MSFT,Microsoft Corporation,299.01,307.87,289.53999999999996,301.11,106499,Healthcare,Europe,France,0.7,Gain,2351.75,35.42,0.99
2024-06-24,MSFT,Microsoft Corporation,256.29,264.83000000000004,239.70999999999998,248.76,922100,Healthcare,Europe,France,-2.94,Loss,3707.87,16.13,4.48
2024-06-25,MSFT,Microsoft Corporation,76.79,76.89,69.76,75.72,380537,Healthcare,Europe,France,-1.39,Loss,1420.48,48.43,6.85
2024-06-26,MSFT,Microsoft Corporation,325.01,325.25,307.27000000000004,310.97,675850,Healthcare,Europe,France,-4.32,Loss,3942.46,8.68,2.42
2024-06-27,MSFT,Microsoft Corporation,264.63,273.31,246.97,256.5,548962,Healthcare,Europe,France,-3.07,Loss,3324.7,49.99,8.85
2024-06-28,MSFT,Microsoft Corporation,229.52,233.27,222.19,232.37,838854,Healthcare,Europe,France,1.24,Gain,2315.61,12.21,7.84
2024-06-29,MSFT,Microsoft Corporation,325.54,326.71000000000004,307.97,311.16,250976,Healthcare,Europe,France,-4.42,Loss,3798.98,19.06,10.0
2024-06-30,MSFT,Microsoft Corporation,410.44,416.25,400.43,406.77,40874,Healthcare,Europe,France,-0.89,Loss,3199.84,27.06,6.19
2024-07-01,MSFT,Microsoft Corporation,392.37,393.16,373.49,378.17,822832,Healthcare,Europe,France,-3.62,Loss,7234.6,19.76,0.28
2024-07-02,MSFT,Microsoft Corporation,470.75,498.12,461.63,490.76,709614,Healthcare,Europe,France,4.25,Gain,6667.44,18.86,6.29
2024-07-03,MSFT,Microsoft Corporation,175.78,179.15,165.15,171.86,170949,Healthcare,Europe,France,-2.23,Loss,1885.58,45.98,6.87
2024-07-04,MSFT,Microsoft Corporation,217.78,231.12,213.04,221.65,465318,Healthcare,Europe,France,1.78,Gain,4136.15,41.06,9.15
2024-07-05,MSFT,Microsoft Corporation,495.05,503.45,477.26,486.03,571488,Healthcare,Europe,France,-1.82,Loss,2647.16,20.52,7.28
2024-07-06,MSFT,Microsoft Corporation,75.62,78.80000000000001,64.64999999999999,74.35,449629,Healthcare,Europe,France,-1.68,Loss,712.42,39.34,1.04
2024-07-07,MSFT,Microsoft Corporation,296.92,311.23,295.71000000000004,310.55,912454,Healthcare,Europe,France,4.59,Gain,5197.71,13.15,4.98
2024-07-08,MSFT,Microsoft Corporation,406.62,423.59000000000003,403.95,421.68,438761,Healthcare,Europe,France,3.7,Gain,5627.34,41.45,2.19
2024-07-09,MSFT,Microsoft Corporation,286.63,293.0,281.56,282.51,559820,Healthcare,Europe,France,-1.44,Loss,2314.53,31.23,2.01
2024-07-10,MSFT,Microsoft Corporation,238.45,248.38,224.95999999999998,228.95,290503,Healthcare,Europe,France,-3.98,Loss,4466.74,34.03,8.3
2024-07-11,MSFT,Microsoft Corporation,396.96,400.79999999999995,373.51000000000005,381.04,446804,Healthcare,Europe,France,-4.01,Loss,4700.6,9.57,6.17
2024-07-12,MSFT,Microsoft Corporation,131.53,132.54,125.05999999999999,128.29,731588,Healthcare,Europe,France,-2.46,Loss,2542.69,17.97,0.21
2024-07-13,MSFT,Microsoft Corporation,208.72,211.37,196.05,198.83,179009,Healthcare,Europe,France,-4.74,Loss,1942.95,40.57,0.74
2024-07-14,MSFT,Microsoft Corporation,478.35,487.85,456.48,463.94,87422,Healthcare,Europe,France,-3.01,Loss,2540.05,19.33,6.92
2024-07-15,MSFT,Microsoft Corporation,365.39,375.07,346.7,355.68,687109,Healthcare,Europe,France,-2.66,Loss,2599.09,11.19,0.12
2024-07-16,MSFT,Microsoft Corporation,393.69,402.66,365.09,374.5,710333,Healthcare,Europe,France,-4.87,Loss,7301.15,39.68,8.96
2024-07-17,MSFT,Microsoft Corporation,498.75,519.78,492.68,517.25,687591,Healthcare,Europe,France,3.71,Gain,4701.7,37.31,0.79
2024-07-18,MSFT,Microsoft Corporation,477.55,481.58,465.89,470.99,851224,Healthcare,Europe,France,-1.37,Loss,4676.51,41.86,1.6
2024-07-19,MSFT,Microsoft Corporation,163.01,169.07999999999998,149.57,159.13,538599,Healthcare,Europe,France,-2.38,Loss,2494.67,38.17,8.68
2024-07-20,MSFT,Microsoft Corporation,239.26,252.98,236.95,251.09,533688,Healthcare,Europe,France,4.94,Gain,4675.82,44.12,9.23
2024-07-21,MSFT,Microsoft Corporation,191.92,199.07,188.13,195.42,665006,Healthcare,Europe,France,1.82,Gain,3565.15,17.0,3.1
2024-07-22,MSFT,Microsoft Corporation,211.34,227.29,207.69,218.51,316648,Healthcare,Europe,France,3.39,Gain,4294.91,48.95,6.02
2024-07-23,MSFT,Microsoft Corporation,346.16,346.64000000000004,335.42,342.25,609403,Healthcare,Europe,France,-1.13,Loss,5670.34,14.19,5.95
2024-07-24,MSFT,Microsoft Corporation,59.08,65.23,56.68,61.99,206486,Healthcare,Europe,France,4.93,Gain,788.21,44.05,0.69
2024-07-25,MSFT,Microsoft Corporation,415.09,424.65,409.33,410.12,372847,Healthcare,Europe,France,-1.2,Loss,6401.11,48.29,0.39
2024-07-26,MSFT,Microsoft Corporation,159.17,165.35999999999999,154.42000000000002,158.65,794456,Healthcare,Europe,France,-0.33,Loss,2689.84,44.67,8.51
2024-07-27,MSFT,Microsoft Corporation,288.89,293.35,281.32,291.48,15551,Healthcare,Europe,France,0.9,Gain,5393.81,40.88,4.16
2024-07-28,MSFT,Microsoft Corporation,120.56,126.1,114.86,122.64,314407,Healthcare,Europe,France,1.73,Gain,1151.49,11.41,0.45
2024-07-29,MSFT,Microsoft Corporation,280.49,287.67,274.8,281.38,654316,Healthcare,Europe,France,0.32,Gain,3311.32,30.58,0.1
2024-07-30,MSFT,Microsoft Corporation,62.83,71.99,53.5,61.65,744911,Healthcare,Europe,France,-1.88,Loss,739.62,8.99,9.88
2024-07-31,MSFT,Microsoft Corporation,323.82,325.40999999999997,301.76,308.33,931962,Healthcare,Europe,France,-4.78,Loss,4462.21,34.52,7.18
2024-08-01,MSFT,Microsoft Corporation,86.7,93.11999999999999,83.87,88.82,508437,Healthcare,Europe,France,2.45,Gain,1119.08,29.33,5.98
2024-08-02,MSFT,Microsoft Corporation,93.7,102.76,83.11,92.58,160460,Healthcare,Europe,France,-1.2,Loss,1076.74,28.84,4.05
2024-08-03,MSFT,Microsoft Corporation,375.93,397.46,369.25,392.39,825731,Healthcare,Europe,France,4.38,Gain,2317.69,13.29,8.86
2024-08-04,MSFT,Microsoft Corporation,92.91,94.92999999999999,87.72,91.73,567085,Healthcare,Europe,France,-1.27,Loss,1255.34,11.56,7.06
2024-08-05,MSFT,Microsoft Corporation,166.06,166.53,153.03,159.34,598410,Healthcare,Europe,France,-4.05,Loss,1672.31,8.71,3.83
2024-08-06,MSFT,Microsoft Corporation,181.26,182.0,171.92,179.6,306406,Healthcare,Europe,France,-0.92,Loss,3427.37,9.97,7.83
2024-08-07,MSFT,Microsoft Corporation,94.95,105.69,86.36,95.91,845761,Healthcare,Europe,France,1.01,Gain,1786.45,13.21,4.48
2024-08-08,MSFT,Microsoft Corporation,188.6,191.43,185.04000000000002,185.46,116821,Healthcare,Europe,France,-1.66,Loss,2256.94,24.82,8.85
2024-08-09,MSFT,Microsoft Corporation,234.76,241.42999999999998,216.91,223.77,127682,Healthcare,Europe,France,-4.68,Loss,2482.8,41.1,8.23
2024-08-10,MSFT,Microsoft Corporation,232.85,243.72,226.79999999999998,233.99,54631,Healthcare,Europe,France,0.49,Gain,2647.73,6.39,9.27
2024-08-11,MSFT,Microsoft Corporation,427.8,446.9,427.15000000000003,443.75,459842,Healthcare,Europe,France,3.73,Gain,6494.13,49.48,2.69
2024-08-12,MSFT,Microsoft Corporation,333.8,357.02,331.25,347.34,977564,Healthcare,Europe,France,4.06,Gain,3973.59,15.74,1.61
2024-08-13,MSFT,Microsoft Corporation,314.88,318.13,307.76,310.44,606338,Healthcare,Europe,France,-1.41,Loss,5587.68,42.29,0.52
2024-08-14,MSFT,Microsoft Corporation,460.75,470.07,455.55,459.62,986759,Healthcare,Europe,France,-0.25,Loss,8982.28,45.38,3.61
2024-08-15,MSFT,Microsoft Corporation,162.19,171.6,147.78,155.53,910119,Healthcare,Europe,France,-4.11,Loss,964.44,40.3,1.55
2024-08-16,MSFT,Microsoft Corporation,137.72,139.9,134.66,134.78,59688,Healthcare,Europe,France,-2.13,Loss,1829.6,18.95,6.11
2024-08-17,MSFT,Microsoft Corporation,338.08,341.16,335.99,340.99,360154,Healthcare,Europe,France,0.86,Gain,2795.26,13.53,2.09
2024-08-18,MSFT,Microsoft Corporation,319.75,327.96,319.62,327.87,806417,Healthcare,Europe,France,2.54,Gain,3487.78,20.24,3.96
2024-08-19,MSFT,Microsoft Corporation,74.49,76.8,61.879999999999995,71.27,367169,Healthcare,Europe,France,-4.32,Loss,478.9,28.77,3.14
2024-08-20,MSFT,Microsoft Corporation,195.12,200.78,182.45,190.13,926771,Healthcare,Europe,France,-2.56,Loss,1706.39,38.16,0.86
2024-08-21,MSFT,Microsoft Corporation,183.52,191.47000000000003,183.28,184.11,852716,Healthcare,Europe,France,0.32,Gain,2335.71,25.72,3.72
2024-08-22,MSFT,Microsoft Corporation,315.03,332.02,309.03,327.51,136853,Healthcare,Europe,France,3.96,Gain,4043.99,49.85,2.35
2024-08-23,MSFT,Microsoft Corporation,186.04,197.5,179.37,191.95,382842,Healthcare,Europe,France,3.18,Gain,1287.49,17.29,9.61
2024-08-24,MSFT,Microsoft Corporation,159.53,166.43,145.99,154.84,485920,Healthcare,Europe,France,-2.94,Loss,3089.66,25.7,4.25
2024-08-25,MSFT,Microsoft Corporation,277.26,279.48,254.67999999999998,264.53,259401,Healthcare,Europe,France,-4.59,Loss,4843.85,44.25,7.59
2024-08-26,MSFT,Microsoft Corporation,285.32,289.45,275.0,279.91,88974,Healthcare,Europe,France,-1.9,Loss,3189.67,14.42,9.9
2024-08-27,MSFT,Microsoft Corporation,323.0,325.72,304.05,309.01,207959,Healthcare,Europe,France,-4.33,Loss,4467.58,9.97,7.32
2024-08-28,MSFT,Microsoft Corporation,169.54,176.17,165.42000000000002,166.55,922538,Healthcare,Europe,France,-1.76,Loss,1551.7,47.72,1.66
2024-08-29,MSFT,Microsoft Corporation,451.75,474.87,445.31,465.57,241047,Healthcare,Europe,France,3.06,Gain,5800.27,46.25,7.99
2024-08-30,MSFT,Microsoft Corporation,491.13,515.99,481.78,515.37,603708,Healthcare,Europe,France,4.94,Gain,3394.44,22.8,5.02
2024-08-31,MSFT,Microsoft Corporation,267.71,270.45,264.2,264.87,883517,Healthcare,Europe,France,-1.06,Loss,3883.11,18.39,8.68
2024-09-01,MSFT,Microsoft Corporation,397.95,417.5,396.05,414.77,306315,Healthcare,Europe,France,4.23,Gain,4331.65,8.73,2.18
2024-09-02,MSFT,Microsoft Corporation,337.94,343.24,322.77000000000004,330.73,985623,Healthcare,Europe,France,-2.13,Loss,6220.64,14.76,9.4
2024-09-03,MSFT,Microsoft Corporation,404.57,424.37,400.06,415.99,365840,Healthcare,Europe,France,2.82,Gain,6983.76,22.88,4.96
2024-09-04,MSFT,Microsoft Corporation,261.13,264.69,253.89,262.77,459804,Healthcare,Europe,France,0.63,Gain,2702.17,34.87,7.26
2024-09-05,MSFT,Microsoft Corporation,102.18,106.16,92.97,105.91,64675,Healthcare,Europe,France,3.65,Gain,926.32,16.58,4.74
2024-09-06,MSFT,Microsoft Corporation,135.06,138.47000000000003,133.17000000000002,137.61,586683,Healthcare,Europe,France,1.89,Gain,2440.25,39.89,7.69
2024-09-07,MSFT,Microsoft Corporation,368.12,387.27000000000004,361.53000000000003,377.97,688587,Healthcare,Europe,France,2.68,Gain,4658.09,32.4,9.04
2024-09-08,MSFT,Microsoft Corporation,352.53,366.95,349.22999999999996,363.43,407960,Healthcare,Europe,France,3.09,Gain,2313.03,24.21,5.37
2024-09-09,MSFT,Microsoft Corporation,412.57,438.14,406.06,431.15,674375,Healthcare,Europe,France,4.5,Gain,6414.48,18.57,6.68
2024-09-10,MSFT,Microsoft Corporation,179.18,180.01000000000002,169.64,172.88,152127,Healthcare,Europe,France,-3.52,Loss,2743.61,30.16,2.54
2024-09-11,MSFT,Microsoft Corporation,418.4,443.88,417.96999999999997,438.13,455203,Healthcare,Europe,France,4.72,Gain,5195.8,31.11,6.15
2024-09-12,MSFT,Microsoft Corporation,289.74,294.51,279.54,287.92,128373,Healthcare,Europe,France,-0.63,Loss,4132.96,37.88,7.52
2024-09-13,MSFT,Microsoft Corporation,352.94,354.74,347.45,353.14,650362,Healthcare,Europe,France,0.06,Gain,6602.93,42.12,9.11
2024-09-14,MSFT,Microsoft Corporation,179.7,192.0,171.98,184.22,506339,Healthcare,Europe,France,2.52,Gain,2948.71,19.17,2.87
2024-09-15,MSFT,Microsoft Corporation,256.72,276.67,256.46000000000004,269.07,640025,Healthcare,Europe,France,4.81,Gain,3495.64,23.96,3.74
2024-09-16,MSFT,Microsoft Corporation,312.31,318.76,297.73999999999995,298.15,608042,Healthcare,Europe,France,-4.53,Loss,3065.89,18.68,6.15
2024-09-17,MSFT,Microsoft Corporation,486.52,491.53999999999996,462.22,467.05,517730,Healthcare,Europe,France,-4.0,Loss,7207.54,37.55,6.95
2024-09-18,MSFT,Microsoft Corporation,301.08,303.06,288.46,293.39,436641,Healthcare,Europe,France,-2.55,Loss,4196.49,36.1,5.41
2024-09-19,MSFT,Microsoft Corporation,246.53,259.26,244.5,254.49,538205,Healthcare,Europe,France,3.23,Gain,3080.42,25.06,5.06
2024-09-20,MSFT,Microsoft Corporation,80.06,83.89,73.53,76.15,111710,Healthcare,Europe,France,-4.88,Loss,622.52,46.51,2.43
2024-09-21,MSFT,Microsoft Corporation,386.99,392.72,373.63,380.45,540043,Healthcare,Europe,France,-1.69,Loss,2505.93,26.94,3.78
2024-09-22,MSFT,Microsoft Corporation,442.49,455.55,437.8,445.6,45558,Healthcare,Europe,France,0.7,Gain,2231.44,21.33,2.17
2024-09-23,MSFT,Microsoft Corporation,263.39,275.77,256.7,273.99,764280,Healthcare,Europe,France,4.02,Gain,4519.89,14.21,1.03
2024-09-24,MSFT,Microsoft Corporation,249.69,268.16999999999996,240.25,260.64,567677,Healthcare,Europe,France,4.39,Gain,1901.18,45.85,5.87
2024-09-25,MSFT,Microsoft Corporation,455.09,456.06,431.94,432.45,753775,Healthcare,Europe,France,-4.97,Loss,7358.69,12.73,0.18
2024-09-26,MSFT,Microsoft Corporation,57.3,64.46000000000001,54.37,60.06,291905,Healthcare,Europe,France,4.82,Gain,1095.77,35.22,6.57
2024-09-27,MSFT,Microsoft Corporation,138.23,144.5,134.0,140.4,796633,Healthcare,Europe,France,1.57,Gain,2409.57,21.38,6.17
2024-09-28,MSFT,Microsoft Corporation,441.75,449.15,436.23,438.76,829974,Healthcare,Europe,France,-0.68,Loss,5398.29,31.05,6.31
2024-09-29,MSFT,Microsoft Corporation,349.26,366.40999999999997,345.21,364.21,760946,Healthcare,Europe,France,4.28,Gain,3005.73,21.24,4.71
2024-09-30,MSFT,Microsoft Corporation,132.66,136.26,126.61999999999999,127.49,85388,Healthcare,Europe,France,-3.9,Loss,1848.04,23.36,2.85
2024-10-01,MSFT,Microsoft Corporation,381.87,397.07,379.04,390.64,198476,Healthcare,Europe,France,2.3,Gain,5478.23,20.86,0.36
2024-10-02,MSFT,Microsoft Corporation,469.1,488.04,466.0,482.55,659163,Healthcare,Europe,France,2.87,Gain,7185.19,24.87,0.42
2024-10-03,MSFT,Microsoft Corporation,357.16,365.02000000000004,346.57,351.29,61831,Healthcare,Europe,France,-1.64,Loss,4902.05,20.44,4.39
2024-10-04,MSFT,Microsoft Corporation,222.96,223.23000000000002,209.29,214.89,384555,Healthcare,Europe,France,-3.62,Loss,3465.21,23.8,0.52
2024-10-05,MSFT,Microsoft Corporation,328.61,343.08000000000004,321.44,341.35,219931,Healthcare,Europe,France,3.88,Gain,2595.11,26.09,2.79
2024-10-06,MSFT,Microsoft Corporation,274.9,282.21999999999997,260.15,262.96,436241,Healthcare,Europe,France,-4.34,Loss,4700.19,30.39,3.0
